Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
175,1433600,196.340947,0.3644,0.4560,0.5055,3735.35,12.125
176,1441792,191.092847,0.8835,0.4757,0.5249,3896.94,8.5
177,1449984,191.157874,0.7516,0.5215,0.5350,4272.31,3.75
178,1458176,188.249651,0.6007,0.4329,0.5121,3546.62,13.25
179,1466368,195.469932,0.9673,0.5095,0.5311,4173.89,3.125
180,1474560,195.057775,0.7177,0.5031,0.5337,4121.01,6.75
181,1482752,195.494116,0.6146,0.4920,0.5141,4030.71,9.5625
182,1490944,190.213820,0.7331,0.4402,0.5169,3605.80,4.0
183,1499136,198.932627,0.2721,0.4327,0.5140,3545.05,9.25
184,1507328,185.096620,0.4041,0.4786,0.5386,3920.89,4.0
185,1515520,195.943050,0.7372,0.4359,0.5102,3570.70,9.5
186,1523712,188.541698,0.8151,0.4443,0.5316,3639.68,7.25
187,1531904,197.825730,0.5742,0.4584,0.5125,3754.84,7.625
188,1540096,183.430138,0.4539,0.4921,0.5068,4031.20,9.0
189,1548288,190.939855,0.3721,0.4437,0.5191,3634.99,9.875
190,1556480,194.507996,0.6295,0.4684,0.5049,3837.49,8.25
191,1564672,188.522434,0.5188,0.4893,0.5220,4008.60,11.0
192,1572864,198.195777,0.4603,0.4507,0.5230,3692.23,6.8125
193,1581056,194.368230,0.3525,0.4987,0.5033,4085.12,13.5
194,1589248,194.369396,0.6584,0.3918,0.5204,3209.88,6.6875
195,1597440,186.075768,0.4821,0.4807,0.5011,3938.14,12.25
196,1605632,193.945967,0.4143,0.4187,0.5216,3430.32,7.75
197,1613824,190.703517,0.4796,0.4443,0.5165,3639.76,11.4375
198,1622016,194.200283,0.7551,0.5052,0.5348,4138.89,6.1875
199,1630208,187.138986,0.7397,0.4927,0.5246,4035.98,5.5625
200,1638400,195.655960,0.4530,0.4691,0.5052,3843.19,9.375
201,1646592,189.062807,0.5337,0.5116,0.5314,4191.26,7.0625
202,1654784,198.012171,0.8899,0.4313,0.5196,3533.35,7.9375
203,1662976,187.138625,0.4981,0.4629,0.4920,3792.25,14.0625
204,1671168,192.234374,0.7264,0.4803,0.5311,3934.61,6.1875
205,1679360,189.373399,0.3424,0.4186,0.4838,3429.12,12.0
206,1687552,197.350256,0.3530,0.4387,0.5248,3593.48,6.75
207,1695744,185.896229,0.8907,0.5101,0.5361,4178.35,8.125
208,1703936,186.338480,0.5533,0.4496,0.4955,3683.31,12.125
209,1712128,196.443232,0.8419,0.4168,0.5465,3414.23,5.4375
210,1720320,188.496339,0.8860,0.4905,0.5313,4018.05,9.5
211,1728512,193.017659,0.9305,0.4754,0.5284,3894.25,4.625
212,1736704,192.466513,0.4557,0.4392,0.5090,3597.66,10.625
213,1744896,196.671618,0.6595,0.4177,0.5196,3421.71,7.6875
214,1753088,187.761951,0.2673,0.4751,0.5181,3891.95,12.25
215,1761280,192.931868,0.5667,0.4686,0.5119,3838.54,8.0625
216,1769472,193.650288,0.7371,0.4415,0.4929,3617.16,13.5625
217,1777664,199.628523,0.7216,0.4316,0.5347,3535.38,4.625
218,1785856,188.133289,0.9188,0.5273,0.5237,4319.74,9.0
219,1794048,195.679964,0.4713,0.4751,0.5185,3892.06,9.3125
220,1802240,189.448730,0.5388,0.5351,0.5263,4383.59,6.75
221,1810432,198.963821,0.4901,0.3772,0.4859,3089.81,13.625
222,1818624,190.304235,0.4393,0.5065,0.5124,4149.24,12.0625
223,1826816,196.711062,0.5766,0.4353,0.5257,3565.94,5.4375
224,1835008,189.855171,0.5658,0.5257,0.5060,4306.29,13.4375
225,1843200,195.210314,0.2823,0.4041,0.4999,3310.18,9.4375
226,1851392,188.758765,0.6466,0.4778,0.5370,3914.30,9.5
227,1859584,192.427722,0.4403,0.4446,0.4857,3641.96,15.0
228,1867776,193.445369,0.4112,0.4555,0.5212,3731.33,4.0625
229,1875968,192.106153,0.6312,0.4662,0.5136,3819.12,10.75
230,1884160,193.438462,0.4770,0.4827,0.5165,3954.33,13.625
231,1892352,189.197282,0.3689,0.3845,0.4790,3150.21,12.0625
232,1900544,198.815118,0.6682,0.5393,0.5201,4417.84,8.375
233,1908736,188.093191,0.5171,0.3662,0.4918,2999.54,9.1875
234,1916928,197.054128,0.5591,0.4908,0.5210,4020.76,8.6875
235,1925120,187.970883,0.4988,0.4015,0.5079,3289.34,11.5625
236,1933312,195.108861,0.6888,0.5143,0.5217,4213.50,10.9375
237,1941504,187.558175,0.4351,0.3878,0.4972,3176.75,10.6875
238,1949696,190.934415,0.5222,0.4962,0.5071,4064.71,9.8125
239,1957888,192.290395,0.7173,0.4706,0.5273,3855.25,8.5
240,1966080,191.371276,0.5244,0.4359,0.5106,3570.61,11.5625
241,1974272,186.922414,0.8392,0.5609,0.5216,4595.20,5.9375
242,1982464,199.237952,0.4806,0.3821,0.5063,3130.23,11.625
243,1990656,191.977014,0.5484,0.5989,0.5312,4905.91,2.6875
244,1998848,196.559000,0.4618,0.4567,0.5054,3741.21,12.1875
245,2007040,188.237511,0.5705,0.4847,0.5350,3970.29,8.0625
246,2015232,198.468194,0.6309,0.4717,0.5051,3864.35,10.6875
247,2023424,191.045341,0.4856,0.4616,0.5254,3781.41,8.3125
248,2031616,197.014098,0.8137,0.5019,0.5449,4111.42,7.3125
